Student_ID,Student_Name,Gender,Age,Attendance (%),GPA (last semester),Study_Hours/week,Participation (%),Assignments_Score,Midterm_Score,Final_Score,Internet_Access,Part_time_Job,Dropout_Risk,Average_Score,GPA_Level
SML1503,Anaya Rao,Male,17,74.0,8.58,22.2,45.0,94.0,75.0,83.0,Yes,No,No,84.0,High
SAI1504,Kiara Jain,Male,25,44.0,5.47,5.0,30.0,47.0,54.0,36.0,Yes,No,No,45.666666666666664,Medium
SCS1505,Sai Jain,Male,25,65.0,5.83,13.2,38.0,50.0,54.0,52.0,Yes,No,No,52.0,Medium
SAI1506,Anaya Sharma,Male,25,68.0,6.75,16.7,43.0,61.0,54.0,36.0,Yes,No,No,50.333333333333336,Medium
SCS1507,Anaya Sharma,Female,20,49.0,5.06,22.4,25.0,45.0,49.0,79.0,Yes,No,No,57.666666666666664,Medium
SAI1508,Aditya Jain,Female,18,56.0,6.03,18.5,44.0,68.0,65.0,46.0,Yes,No,No,59.666666666666664,Medium
SCS1509,Arjun Kumar,Female,23,66.0,6.88,24.9,44.0,57.0,75.0,93.0,Yes,No,No,75.0,Medium
SDS1510,Kiara Jain,Female,20,71.0,6.1,18.2,41.0,55.0,87.0,62.0,Yes,No,No,68.0,Medium
SAI1511,Vivaan Singh,Female,21,61.0,6.39,12.4,43.0,46.0,69.0,72.0,No,No,No,62.333333333333336,Medium
SDS1512,Aarav Mehta,Female,17,45.0,5.86,15.2,32.0,69.0,72.0,51.0,No,No,No,64.0,Medium
SAI1513,Arjun Mehta,Female,22,54.0,4.68,12.9,34.0,60.0,48.0,50.0,No,No,No,52.666666666666664,Medium
SCS1514,Sai Verma,Male,23,67.0,6.89,12.5,43.0,66.0,89.0,79.0,Yes,No,No,78.0,Medium
SAI1515,Anaya Rao,Male,19,86.0,8.61,19.6,52.0,83.0,100.0,96.0,Yes,No,No,93.0,High
SCS1516,Aditya Kumar,Male,18,81.0,6.52,15.3,48.0,70.0,72.0,77.0,Yes,No,No,73.0,Medium
SCS1517,Ishita Mehta,Female,23,67.0,6.77,25.0,51.0,82.0,56.0,62.0,Yes,No,No,66.66666666666667,Medium
SML1518,Kiara Verma,Female,17,76.0,7.33,7.9,52.0,77.0,67.0,66.0,No,No,No,70.0,Medium
SAI1519,Diya Reddy,Male,18,40.0,4.98,18.5,35.0,43.0,53.0,26.0,Yes,No,No,40.666666666666664,Medium
SCS1520,Ishita Rao,Female,19,83.0,8.54,16.7,53.0,69.0,91.0,93.0,Yes,No,No,84.33333333333333,High
SCS1521,Vivaan Reddy,Male,20,74.0,6.74,10.0,37.0,56.0,76.0,84.0,Yes,No,No,72.0,Medium
SCS1522,Vivaan Patel,Female,21,69.0,8.46,27.0,60.0,85.0,90.0,100.0,Yes,No,No,91.66666666666667,High
SAI1523,Kiara Mehta,Male,20,58.0,5.62,17.7,47.0,50.0,56.0,61.0,Yes,No,No,55.666666666666664,Medium
SAI1524,Ishita Patel,Male,19,88.0,8.68,28.0,64.0,89.0,79.0,75.0,Yes,No,No,81.0,High
SML1525,Myra Rao,Female,17,75.0,7.43,22.6,47.0,69.0,79.0,49.0,Yes,No,No,65.66666666666667,Medium
SML1526,Myra Patel,Male,23,82.0,7.16,28.2,42.0,61.0,94.0,87.0,Yes,No,No,80.66666666666667,Medium
SCS1527,Aarav Mehta,Male,22,71.0,6.78,19.7,39.0,56.0,80.0,41.0,Yes,No,No,59.0,Medium
SML1528,Aarav Reddy,Male,18,77.0,6.2,14.7,34.0,78.0,68.0,57.0,Yes,Yes,No,67.66666666666667,Medium
SCS1529,Ishita Sharma,Female,18,69.0,7.94,21.6,50.0,88.0,92.0,76.0,Yes,No,No,85.33333333333333,High
SML1530,Ishita Sharma,Female,19,68.0,6.67,22.9,52.0,84.0,62.0,66.0,Yes,No,No,70.66666666666667,Medium
SDS1531,Sai Rao,Male,24,42.0,4.14,6.5,26.0,47.0,35.0,42.0,No,Yes,No,41.333333333333336,Low
SAI1532,Ishita Kumar,Female,24,41.0,5.16,9.6,33.0,47.0,43.0,54.0,Yes,Yes,No,48.0,Medium
SML1533,Diya Reddy,Female,24,72.0,6.28,14.1,49.0,76.0,61.0,27.0,No,No,No,54.666666666666664,Medium
SML1534,Diya Reddy,Male,23,92.0,6.87,6.7,46.0,68.0,64.0,69.0,No,No,No,67.0,Medium
SML1535,Aarav Reddy,Male,18,64.0,6.43,16.8,52.0,67.0,79.0,31.0,Yes,No,No,59.0,Medium
SAI1536,Vivaan Singh,Male,17,85.0,7.96,10.5,62.0,79.0,74.0,91.0,No,No,No,81.33333333333333,High
SCS1537,Ishita Sharma,Male,22,42.0,4.16,10.7,27.0,12.0,32.0,33.0,Yes,Yes,No,25.666666666666668,Low
SAI1538,Sai Mehta,Female,24,60.0,6.67,21.0,39.0,83.0,90.0,34.0,No,Yes,No,69.0,Medium
SCS1539,Sai Sharma,Male,17,40.0,4.32,8.4,31.0,48.0,38.0,31.0,No,Yes,No,39.0,Low
SDS1540,Anaya Kumar,Female,19,67.0,7.41,26.9,45.0,77.0,76.0,66.0,Yes,No,No,73.0,Medium
SCS1541,Arjun Kumar,Female,17,50.0,6.39,8.7,34.0,63.0,69.0,82.0,No,No,No,71.33333333333333,Medium
SDS1542,Sai Sharma,Male,25,87.0,7.0,23.5,54.0,72.0,56.0,73.0,Yes,No,No,67.0,Medium
SML1543,Ishita Jain,Female,23,53.0,5.46,17.0,41.0,49.0,69.0,60.0,Yes,No,No,59.333333333333336,Medium
SML1544,Arjun Patel,Male,24,77.0,8.04,11.5,52.0,87.0,88.0,98.0,No,No,No,91.0,High
SDS1545,Ishita Patel,Other,25,86.0,7.75,32.9,45.0,64.0,96.0,76.0,Yes,No,No,78.66666666666667,High
SDS1546,Arjun Singh,Female,19,61.0,7.2,17.7,39.0,74.0,64.0,83.0,Yes,No,No,73.66666666666667,Medium
SDS1547,Arjun Singh,Female,18,56.0,6.34,11.5,41.0,69.0,65.0,74.0,No,No,No,69.33333333333333,Medium
SDS1548,Vivaan Mehta,Female,22,73.0,7.2,11.0,44.0,70.0,72.0,53.0,No,No,No,65.0,Medium
SCS1549,Kiara Jain,Male,21,67.0,5.65,13.0,37.0,60.0,60.0,79.0,Yes,No,No,66.33333333333333,Medium
SCS1550,Ishita Reddy,Female,20,80.0,7.53,18.2,55.0,65.0,58.0,54.0,Yes,No,No,59.0,High
SAI1551,Diya Patel,Female,22,87.0,8.48,21.7,59.0,75.0,86.0,99.0,Yes,No,No,86.66666666666667,High
SCS1552,Kiara Patel,Female,22,79.0,7.78,18.0,58.0,80.0,61.0,55.0,Yes,No,No,65.33333333333333,High
SDS1553,Vivaan Singh,Female,19,60.0,5.62,17.2,32.0,63.0,61.0,65.0,Yes,No,No,63.0,Medium
SCS1554,Anaya Gupta,Female,18,71.0,6.93,15.4,44.0,51.0,44.0,97.0,No,No,No,64.0,Medium
SAI1555,Myra Singh,Male,25,40.0,4.95,2.7,35.0,55.0,27.0,46.0,No,Yes,No,42.666666666666664,Medium
SAI1556,Myra Reddy,Male,24,72.0,7.19,17.2,49.0,66.0,82.0,68.0,Yes,No,No,72.0,Medium
SDS1557,Kiara Mehta,Female,20,60.0,7.04,5.8,52.0,68.0,64.0,80.0,No,No,No,70.66666666666667,Medium
SAI1558,Myra Rao,Male,22,43.0,4.26,12.4,30.0,29.0,31.0,38.0,No,Yes,No,32.666666666666664,Low
SDS1559,Vivaan Reddy,Female,19,46.0,5.11,7.9,42.0,43.0,66.0,78.0,No,Yes,No,62.333333333333336,Medium
SDS1560,Aarav Sharma,Female,24,87.0,6.16,16.2,47.0,71.0,66.0,64.0,No,No,No,67.0,Medium
SDS1561,Kiara Rao,Male,19,61.0,6.14,21.9,45.0,62.0,72.0,57.0,Yes,No,No,63.666666666666664,Medium
SAI1562,Ishita Singh,Male,18,40.0,5.05,7.9,30.0,47.0,48.0,42.0,No,Yes,No,45.666666666666664,Medium
SCS1563,Vivaan Jain,Female,23,68.0,6.97,22.7,45.0,69.0,100.0,56.0,Yes,No,No,75.0,Medium
SCS1564,Kiara Patel,Male,19,73.0,6.8,14.8,50.0,73.0,61.0,59.0,No,No,No,64.33333333333333,Medium
SDS1565,Aditya Kumar,Female,25,79.0,6.27,24.4,51.0,67.0,84.0,57.0,Yes,No,No,69.33333333333333,Medium
SML1566,Myra Rao,Male,19,50.0,5.59,12.2,39.0,55.0,55.0,49.0,Yes,No,No,53.0,Medium
SAI1567,Aarav Reddy,Female,24,62.0,7.76,15.2,48.0,89.0,58.0,68.0,Yes,Yes,No,71.66666666666667,High
SAI1568,Vivaan Jain,Male,18,93.0,8.49,24.7,63.0,95.0,91.0,100.0,Yes,No,No,95.33333333333333,High
SCS1569,Ishita Mehta,Female,25,45.0,5.92,12.6,25.0,63.0,63.0,44.0,No,No,No,56.666666666666664,Medium
SAI1570,Kiara Sharma,Male,17,53.0,5.77,10.2,30.0,58.0,45.0,60.0,No,Yes,No,54.333333333333336,Medium
SCS1571,Vivaan Verma,Female,19,68.0,7.09,15.3,49.0,77.0,60.0,80.0,Yes,Yes,No,72.33333333333333,Medium
SDS1572,Vivaan Gupta,Male,18,60.0,6.07,15.0,39.0,64.0,60.0,70.0,Yes,No,No,64.66666666666667,Medium
SML1573,Aditya Gupta,Female,23,70.0,6.33,22.5,45.0,74.0,68.0,62.0,No,No,No,68.0,Medium
SCS1574,Anaya Sharma,Female,21,67.0,7.39,8.8,47.0,83.0,44.0,70.0,No,Yes,No,65.66666666666667,Medium
SAI1575,Kiara Jain,Male,24,40.0,4.21,10.6,30.0,32.0,55.0,49.0,Yes,No,No,45.333333333333336,Low
SCS1576,Myra Rao,Male,18,81.0,8.08,23.3,48.0,70.0,75.0,85.0,Yes,No,No,76.66666666666667,High
SAI1577,Vivaan Kumar,Male,24,67.0,6.59,17.4,46.0,59.0,50.0,62.0,Yes,No,No,57.0,Medium
SDS1578,Sai Jain,Female,23,61.0,6.01,21.6,44.0,70.0,71.0,37.0,No,No,No,59.333333333333336,Medium
SML1579,Vivaan Patel,Female,21,68.0,6.39,15.6,48.0,48.0,64.0,57.0,Yes,Yes,No,56.333333333333336,Medium
SCS1580,Sai Singh,Female,18,73.0,6.45,15.2,53.0,68.0,79.0,47.0,Yes,Yes,No,64.66666666666667,Medium
SCS1581,Diya Patel,Male,23,48.0,4.42,14.0,31.0,48.0,49.0,34.0,Yes,No,No,43.666666666666664,Low
SML1582,Sai Jain,Male,20,87.0,8.29,21.2,56.0,95.0,83.0,83.0,Yes,No,No,87.0,High
SCS1583,Anaya Jain,Female,20,50.0,6.55,14.4,33.0,67.0,64.0,71.0,Yes,Yes,No,67.33333333333333,Medium
SML1584,Ishita Reddy,Female,24,71.0,7.03,20.2,43.0,57.0,76.0,97.0,Yes,No,No,76.66666666666667,Medium
SAI1585,Diya Verma,Other,22,81.0,7.64,15.8,49.0,67.0,71.0,68.0,Yes,No,No,68.66666666666667,High
SAI1586,Diya Rao,Male,25,60.0,5.27,10.1,41.0,41.0,43.0,64.0,No,No,No,49.333333333333336,Medium
SCS1587,Aditya Singh,Female,18,64.0,7.07,15.0,42.0,65.0,78.0,75.0,Yes,No,No,72.66666666666667,Medium
SAI1588,Diya Jain,Male,21,55.0,6.18,22.2,43.0,60.0,60.0,81.0,Yes,No,No,67.0,Medium
SAI1589,Diya Mehta,Male,22,69.0,7.52,2.7,48.0,64.0,76.0,84.0,No,Yes,No,74.66666666666667,High
SML1590,Anaya Kumar,Female,24,45.0,3.95,11.8,26.0,54.0,53.0,24.0,Yes,Yes,No,43.666666666666664,Low
SAI1591,Diya Mehta,Female,20,74.0,6.38,16.1,44.0,51.0,62.0,38.0,Yes,No,No,50.333333333333336,Medium
SCS1592,Sai Sharma,Other,23,54.0,5.78,6.0,35.0,71.0,58.0,62.0,Yes,No,No,63.666666666666664,Medium
SML1593,Diya Verma,Male,23,79.0,7.02,19.1,45.0,82.0,63.0,62.0,Yes,No,No,69.0,Medium
SDS1594,Myra Jain,Male,20,72.0,7.06,20.0,38.0,80.0,76.0,56.0,Yes,No,No,70.66666666666667,Medium
SAI1595,Vivaan Reddy,Female,17,55.0,5.65,17.1,35.0,50.0,61.0,37.0,Yes,No,No,49.333333333333336,Medium
SDS1596,Arjun Sharma,Female,19,54.0,5.65,0.9,34.0,60.0,67.0,59.0,No,Yes,No,62.0,Medium
SAI1597,Diya Gupta,Male,18,71.0,6.37,22.7,40.0,51.0,57.0,86.0,Yes,No,No,64.66666666666667,Medium
SDS1598,Myra Kumar,Male,19,57.0,5.42,9.9,38.0,63.0,49.0,48.0,Yes,No,No,53.333333333333336,Medium
SML1599,Aditya Jain,Male,21,98.0,7.51,22.2,56.0,74.0,85.0,84.0,Yes,No,No,81.0,High
SCS1600,Kiara Sharma,Female,17,52.0,6.06,18.8,39.0,56.0,64.0,59.0,Yes,No,No,59.666666666666664,Medium
SAI1601,Diya Verma,Male,21,40.0,3.01,3.1,26.0,18.0,19.0,11.0,No,Yes,Yes,16.0,Low
SCS1602,Diya Singh,Male,18,55.0,6.05,18.4,41.0,36.0,76.0,72.0,Yes,No,No,61.333333333333336,Medium
SAI1603,Myra Rao,Male,20,44.0,5.25,11.2,31.0,42.0,32.0,36.0,Yes,No,No,36.666666666666664,Medium
SDS1604,Vivaan Jain,Male,22,45.0,4.54,1.0,27.0,57.0,55.0,46.0,No,No,No,52.666666666666664,Medium
SML1605,Vivaan Rao,Male,25,52.0,5.02,18.4,34.0,46.0,35.0,45.0,Yes,Yes,No,42.0,Medium
SML1606,Sai Singh,Female,22,95.0,6.63,12.7,50.0,65.0,89.0,80.0,No,No,No,78.0,Medium
SDS1607,Vivaan Sharma,Male,18,79.0,8.09,16.0,59.0,87.0,62.0,65.0,Yes,Yes,No,71.33333333333333,High
SAI1608,Anaya Mehta,Female,24,57.0,6.88,15.2,49.0,87.0,83.0,75.0,Yes,Yes,No,81.66666666666667,Medium
SML1609,Diya Rao,Male,21,60.0,5.77,15.8,35.0,71.0,57.0,45.0,Yes,No,No,57.666666666666664,Medium
SAI1610,Aarav Gupta,Female,25,50.0,7.05,17.3,42.0,61.0,66.0,63.0,Yes,No,No,63.333333333333336,Medium
SCS1611,Diya Sharma,Female,25,59.0,5.95,17.6,42.0,40.0,62.0,5.0,Yes,No,No,35.666666666666664,Medium
SCS1612,Diya Gupta,Female,20,57.0,5.67,7.5,42.0,80.0,64.0,88.0,No,Yes,No,77.33333333333333,Medium
SML1613,Kiara Sharma,Female,17,59.0,5.11,9.1,39.0,74.0,40.0,59.0,No,Yes,No,57.666666666666664,Medium
SML1614,Arjun Patel,Male,25,54.0,4.4,10.4,30.0,46.0,34.0,32.0,No,No,No,37.333333333333336,Low
SDS1615,Kiara Jain,Male,25,55.0,6.03,24.6,32.0,48.0,68.0,43.0,Yes,No,No,53.0,Medium
SML1616,Myra Reddy,Female,24,65.0,6.69,16.2,38.0,77.0,46.0,59.0,No,No,No,60.666666666666664,Medium
SML1617,Kiara Mehta,Other,21,56.0,6.38,21.4,42.0,63.0,57.0,75.0,Yes,No,No,65.0,Medium
SAI1618,Anaya Reddy,Female,21,49.0,6.0,15.2,39.0,59.0,96.0,32.0,Yes,No,No,62.333333333333336,Medium
SAI1619,Ishita Patel,Female,22,57.0,5.37,11.0,30.0,63.0,42.0,52.0,No,Yes,No,52.333333333333336,Medium
SML1620,Aarav Verma,Female,17,60.0,7.23,16.8,45.0,76.0,86.0,99.0,Yes,No,No,87.0,Medium
SCS1621,Diya Singh,Male,25,45.0,4.92,11.5,35.0,37.0,42.0,32.0,No,Yes,No,37.0,Medium
SCS1622,Myra Singh,Male,21,64.0,7.43,21.6,41.0,71.0,80.0,76.0,Yes,No,No,75.66666666666667,Medium
SML1623,Anaya Mehta,Female,23,58.0,5.3,20.1,41.0,60.0,61.0,86.0,Yes,No,No,69.0,Medium
SAI1624,Arjun Patel,Female,24,74.0,5.6,15.8,37.0,61.0,70.0,65.0,Yes,No,No,65.33333333333333,Medium
SCS1625,Diya Mehta,Male,21,40.0,4.74,17.8,36.0,50.0,45.0,49.0,Yes,No,No,48.0,Medium
SDS1626,Sai Mehta,Female,19,40.0,5.9,9.9,33.0,68.0,83.0,67.0,No,No,No,72.66666666666667,Medium
SCS1627,Myra Gupta,Male,22,75.0,7.67,17.1,45.0,73.0,70.0,71.0,Yes,No,No,71.33333333333333,High
SDS1628,Aditya Patel,Female,23,71.0,7.12,14.2,44.0,73.0,74.0,91.0,Yes,No,No,79.33333333333333,Medium
SML1629,Aarav Kumar,Male,20,79.0,7.67,20.8,50.0,43.0,80.0,71.0,No,No,No,64.66666666666667,High
SAI1630,Arjun Patel,Male,25,67.0,7.13,16.0,44.0,67.0,58.0,42.0,Yes,Yes,No,55.666666666666664,Medium
SAI1631,Kiara Sharma,Female,20,50.0,5.18,16.6,32.0,59.0,48.0,46.0,Yes,No,No,51.0,Medium
SAI1632,Aditya Patel,Male,18,65.0,6.1,10.6,42.0,57.0,63.0,47.0,Yes,No,No,55.666666666666664,Medium
SML1633,Myra Kumar,Female,25,66.0,5.56,14.1,37.0,51.0,50.0,51.0,Yes,No,No,50.666666666666664,Medium
SCS1634,Aarav Verma,Female,20,61.0,8.1,23.7,49.0,71.0,100.0,77.0,Yes,No,No,82.66666666666667,High
SML1635,Aarav Reddy,Female,20,47.0,5.06,2.3,24.0,61.0,41.0,69.0,No,Yes,No,57.0,Medium
SCS1636,Sai Mehta,Male,17,78.0,7.57,29.5,52.0,81.0,90.0,86.0,Yes,No,No,85.66666666666667,High
SCS1637,Sai Patel,Male,18,67.0,7.57,17.5,47.0,84.0,86.0,80.0,No,No,No,83.33333333333333,High
SCS1638,Aditya Kumar,Male,19,100.0,8.7,11.6,67.0,70.0,87.0,87.0,Yes,No,No,81.33333333333333,High
SAI1639,Aditya Mehta,Other,23,54.0,6.01,15.8,33.0,58.0,50.0,44.0,Yes,No,No,50.666666666666664,Medium
SDS1640,Aditya Reddy,Female,25,73.0,7.35,18.6,39.0,71.0,64.0,41.0,Yes,No,No,58.666666666666664,Medium
SCS1641,Vivaan Jain,Female,21,98.0,9.24,22.7,64.0,90.0,86.0,94.0,Yes,No,No,90.0,High
SDS1642,Myra Gupta,Female,20,52.0,5.76,19.4,38.0,51.0,36.0,70.0,Yes,No,No,52.333333333333336,Medium
SAI1643,Arjun Verma,Female,18,40.0,4.66,15.4,24.0,43.0,35.0,45.0,No,No,No,41.0,Medium
SML1644,Aditya Patel,Female,23,40.0,4.24,12.1,20.0,51.0,25.0,34.0,Yes,No,No,36.666666666666664,Low
SCS1645,Myra Rao,Male,22,84.0,7.36,20.6,57.0,54.0,90.0,81.0,Yes,No,No,75.0,Medium
SCS1646,Kiara Jain,Female,23,40.0,4.24,10.1,34.0,60.0,50.0,41.0,Yes,No,No,50.333333333333336,Low
SML1647,Ishita Mehta,Male,24,52.0,6.05,24.0,26.0,65.0,70.0,86.0,Yes,No,No,73.66666666666667,Medium
SAI1648,Ishita Rao,Female,25,80.0,7.02,10.2,45.0,70.0,77.0,89.0,No,No,No,78.66666666666667,Medium
SML1649,Arjun Gupta,Female,21,64.0,6.72,17.5,52.0,76.0,69.0,82.0,Yes,No,No,75.66666666666667,Medium
SAI1650,Arjun Sharma,Female,21,65.0,7.01,17.9,42.0,56.0,88.0,81.0,Yes,No,No,75.0,Medium
SAI1651,Diya Verma,Male,20,69.0,6.77,21.0,42.0,61.0,60.0,48.0,Yes,No,No,56.333333333333336,Medium
SCS1652,Vivaan Gupta,Male,19,88.0,8.03,15.9,52.0,79.0,82.0,90.0,Yes,No,No,83.66666666666667,High
SML1653,Vivaan Jain,Male,23,77.0,5.36,4.7,33.0,67.0,63.0,59.0,No,Yes,No,63.0,Medium
SCS1654,Aarav Patel,Male,21,65.0,5.69,15.0,30.0,56.0,41.0,66.0,Yes,No,No,54.333333333333336,Medium
SCS1655,Diya Gupta,Male,23,67.0,5.57,15.3,43.0,60.0,93.0,63.0,Yes,No,No,72.0,Medium
SDS1656,Diya Kumar,Female,18,70.0,7.5,26.2,39.0,69.0,75.0,82.0,Yes,No,No,75.33333333333333,Medium
SCS1657,Vivaan Patel,Female,25,66.0,7.58,12.6,49.0,81.0,78.0,100.0,No,No,No,86.33333333333333,High
SCS1658,Ishita Kumar,Male,25,71.0,7.04,23.4,50.0,87.0,85.0,69.0,Yes,No,No,80.33333333333333,Medium
SAI1659,Diya Verma,Male,25,80.0,7.92,31.6,44.0,89.0,90.0,93.0,Yes,No,No,90.66666666666667,High
SAI1660,Aditya Jain,Male,21,40.0,5.09,10.8,27.0,50.0,51.0,44.0,No,No,No,48.333333333333336,Medium
SML1661,Aarav Patel,Female,25,83.0,8.5,14.8,61.0,92.0,87.0,97.0,Yes,Yes,No,92.0,High
SML1662,Ishita Reddy,Female,17,87.0,8.33,18.8,57.0,89.0,65.0,97.0,Yes,No,No,83.66666666666667,High
SML1663,Diya Reddy,Female,18,77.0,7.38,18.5,45.0,79.0,67.0,79.0,Yes,No,No,75.0,Medium
SCS1664,Diya Kumar,Female,21,91.0,8.64,24.4,63.0,98.0,93.0,100.0,Yes,No,No,97.0,High
SDS1665,Arjun Sharma,Other,21,48.0,4.51,8.3,36.0,56.0,50.0,32.0,No,No,No,46.0,Medium
SCS1666,Ishita Rao,Female,22,54.0,5.87,22.5,39.0,57.0,73.0,51.0,Yes,No,No,60.333333333333336,Medium
SCS1667,Anaya Mehta,Male,24,51.0,5.62,8.5,31.0,63.0,55.0,59.0,No,No,No,59.0,Medium
SCS1668,Anaya Gupta,Female,17,62.0,7.37,9.7,44.0,70.0,57.0,87.0,No,No,No,71.33333333333333,Medium
SAI1669,Vivaan Verma,Male,25,70.0,5.24,18.6,38.0,43.0,65.0,55.0,Yes,No,No,54.333333333333336,Medium
SML1670,Myra Rao,Female,20,74.0,7.41,7.1,47.0,71.0,91.0,93.0,Yes,Yes,No,85.0,Medium
SML1671,Diya Verma,Male,24,79.0,8.14,19.3,57.0,81.0,92.0,72.0,Yes,No,No,81.66666666666667,High
SCS1672,Sai Reddy,Female,21,64.0,7.33,33.9,39.0,57.0,71.0,56.0,Yes,No,No,61.333333333333336,Medium
SCS1673,Sai Verma,Female,17,98.0,6.84,17.0,41.0,77.0,81.0,73.0,Yes,No,No,77.0,Medium
SAI1674,Myra Patel,Female,25,42.0,5.31,7.7,34.0,25.0,94.0,52.0,No,Yes,No,57.0,Medium
SDS1675,Sai Verma,Female,24,51.0,5.48,13.4,33.0,82.0,56.0,63.0,No,No,No,67.0,Medium
SML1676,Myra Gupta,Male,21,84.0,8.0,19.7,49.0,95.0,64.0,80.0,Yes,No,No,79.66666666666667,High
SCS1677,Vivaan Singh,Male,20,80.0,7.44,19.4,40.0,72.0,67.0,69.0,Yes,No,No,69.33333333333333,Medium
SML1678,Sai Gupta,Male,24,74.0,6.45,19.4,43.0,65.0,72.0,63.0,Yes,No,No,66.66666666666667,Medium
SAI1679,Sai Singh,Male,25,78.0,6.0,9.8,41.0,63.0,41.0,60.0,Yes,Yes,No,54.666666666666664,Medium
SCS1680,Sai Mehta,Female,23,46.0,4.07,18.6,30.0,35.0,43.0,36.0,Yes,No,No,38.0,Low
SML1681,Kiara Singh,Male,20,42.0,5.21,14.3,33.0,54.0,57.0,49.0,No,No,No,53.333333333333336,Medium
SAI1682,Arjun Mehta,Other,23,85.0,8.79,25.6,56.0,86.0,100.0,82.0,Yes,No,No,89.33333333333333,High
SML1683,Arjun Singh,Female,22,53.0,4.96,9.3,39.0,49.0,65.0,62.0,Yes,No,No,58.666666666666664,Medium
SCS1684,Arjun Jain,Female,19,88.0,6.73,23.3,40.0,69.0,78.0,70.0,Yes,No,No,72.33333333333333,Medium
SCS1685,Kiara Patel,Male,19,63.0,7.71,18.0,51.0,64.0,51.0,100.0,No,No,No,71.66666666666667,High
SCS1686,Sai Verma,Female,17,62.0,4.99,13.9,26.0,50.0,61.0,52.0,Yes,No,No,54.333333333333336,Medium
SCS1687,Sai Reddy,Female,21,69.0,6.72,12.1,40.0,69.0,76.0,59.0,No,No,No,68.0,Medium
SML1688,Vivaan Patel,Female,24,85.0,7.63,14.1,45.0,78.0,79.0,100.0,Yes,No,No,85.66666666666667,High
SDS1689,Myra Reddy,Female,22,64.0,6.51,19.7,46.0,63.0,44.0,71.0,Yes,No,No,59.333333333333336,Medium
SCS1690,Myra Rao,Female,24,91.0,9.94,22.6,63.0,100.0,90.0,100.0,Yes,No,No,96.66666666666667,High
SAI1691,Ishita Gupta,Male,23,52.0,4.5,7.0,30.0,41.0,31.0,54.0,No,Yes,No,42.0,Low
SML1692,Sai Reddy,Female,18,84.0,7.77,16.2,46.0,80.0,54.0,87.0,Yes,No,No,73.66666666666667,High
SML1693,Aarav Sharma,Male,24,73.0,6.29,19.2,41.0,76.0,63.0,71.0,Yes,No,No,70.0,Medium
SML1694,Aarav Mehta,Male,20,74.0,7.43,15.4,44.0,73.0,65.0,58.0,Yes,No,No,65.33333333333333,Medium
SDS1695,Aditya Mehta,Male,21,64.0,7.03,17.0,47.0,72.0,100.0,76.0,Yes,No,No,82.66666666666667,Medium
SML1696,Aditya Mehta,Male,24,41.0,5.62,14.1,29.0,55.0,54.0,36.0,Yes,No,No,48.333333333333336,Medium
SML1697,Ishita Gupta,Male,21,76.0,6.77,7.4,52.0,80.0,83.0,65.0,No,Yes,No,76.0,Medium
SCS1698,Myra Verma,Male,21,47.0,4.27,3.3,20.0,40.0,24.0,32.0,No,No,Yes,32.0,Low
SML1699,Aditya Verma,Other,22,63.0,7.22,19.7,41.0,85.0,66.0,78.0,No,No,No,76.33333333333333,Medium
SDS1700,Vivaan Rao,Female,23,63.0,6.86,13.5,52.0,68.0,70.0,74.0,Yes,Yes,No,70.66666666666667,Medium
SDS1701,Vivaan Jain,Other,25,68.0,7.27,23.4,44.0,64.0,62.0,80.0,Yes,No,No,68.66666666666667,Medium
SDS1702,Myra Singh,Male,23,63.0,7.77,24.3,42.0,84.0,73.0,82.0,Yes,No,No,79.66666666666667,High
SAI1703,Anaya Gupta,Male,22,61.0,6.94,20.9,45.0,66.0,67.0,60.0,Yes,No,No,64.33333333333333,Medium
SCS1704,Diya Kumar,Female,20,55.0,6.68,25.8,39.0,73.0,64.0,63.0,Yes,No,No,66.66666666666667,Medium
SCS1705,Myra Reddy,Male,18,50.0,5.44,13.2,31.0,27.0,77.0,68.0,No,No,No,57.333333333333336,Medium
SML1706,Sai Reddy,Male,25,49.0,5.65,17.4,30.0,57.0,61.0,72.0,Yes,No,No,63.333333333333336,Medium
SAI1707,Vivaan Patel,Female,21,63.0,7.92,16.9,63.0,75.0,85.0,62.0,Yes,No,No,74.0,High
SDS1708,Anaya Singh,Male,21,100.0,8.22,32.8,55.0,72.0,89.0,59.0,Yes,No,No,73.33333333333333,High
SML1709,Sai Singh,Female,19,75.0,6.21,25.5,33.0,57.0,69.0,51.0,Yes,No,No,59.0,Medium
SAI1710,Diya Patel,Female,19,58.0,6.56,16.4,49.0,60.0,65.0,81.0,Yes,No,No,68.66666666666667,Medium
SDS1711,Anaya Rao,Male,17,57.0,5.41,15.5,39.0,54.0,50.0,72.0,Yes,No,No,58.666666666666664,Medium
SAI1712,Aarav Rao,Male,21,83.0,7.91,26.6,48.0,65.0,81.0,65.0,Yes,No,No,70.33333333333333,High
SCS1713,Arjun Verma,Female,19,85.0,7.3,17.5,45.0,76.0,87.0,78.0,Yes,No,No,80.33333333333333,Medium
SAI1714,Ishita Sharma,Male,18,80.0,8.83,18.8,60.0,100.0,100.0,100.0,Yes,No,No,100.0,High
SCS1715,Arjun Rao,Male,25,65.0,5.45,18.0,36.0,57.0,52.0,61.0,Yes,No,No,56.666666666666664,Medium
